match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
93,IPL-2018,6,Indore,2018-05-04,M Nayyar,HAS Khalid,C Shamshuddin,AY Dandekar,S Ravi,Mumbai Indians,normal,SA Yadav,field,Mumbai Indians,0,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians,20.0,175,0,6
94,IPL-2018,6,Pune,2018-05-05,J Srinath,N Pandit,M Erasmus,Nitin Menon,YC Barde,Chennai Super Kings,normal,RA Jadeja,field,Chennai Super Kings,0,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,128,0,6
95,IPL-2018,6,Hyderabad,2018-05-05,AJ Pycroft,GR Sadashiv Iyer,VK Sharma,BNJ Oxenford,CK Nandan,Sunrisers Hyderabad,normal,Rashid Khan,bat,Delhi Daredevils,0,Rajiv Gandhi International Stadium,Delhi Daredevils,Sunrisers Hyderabad,20.0,164,0,7
96,IPL-2018,6,Mumbai,2018-05-06,V Narayan Kutty,R Pandit,AK Chaudhary,A Deshmukh,HDPK Dharmasena,Mumbai Indians,normal,HH Pandya,field,Kolkata Knight Riders,0,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,182,13,0
97,IPL-2018,6,Indore,2018-05-06,M Nayyar,HAS Khalid,AY Dandekar,C Shamshuddin,S Ravi,Kings XI Punjab,normal,Mujeeb Ur Rahman,field,Kings XI Punjab,0,Holkar Cricket Stadium,Rajasthan Royals,Kings XI Punjab,20.0,153,0,6
98,IPL-2018,6,Hyderabad,2018-05-07,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,BNJ Oxenford,VK Sharma,Sunrisers Hyderabad,normal,KS Williamson,field,Royal Challengers Bangalore,0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,147,5,0
99,IPL-2018,6,Jaipur,2018-05-08,J Srinath,N Pandit,YC Barde,M Erasmus,Nitin Menon,Rajasthan Royals,normal,JC Buttler,bat,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,20.0,159,15,0
100,IPL-2018,6,Kolkata,2018-05-09,Prakash Bhatt,R Pandit,HDPK Dharmasena,KN Ananthapadmanabhan,AK Chaudhary,Mumbai Indians,normal,Ishan Kishan,field,Kolkata Knight Riders,0,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,20.0,211,102,0
101,IPL-2018,6,Delhi,2018-05-10,M Nayyar,HAS Khalid,S Ravi,AY Dandekar,C Shamshuddin,Sunrisers Hyderabad,normal,S Dhawan,bat,Delhi Daredevils,0,Arun Jaitley Stadium,Delhi Daredevils,Sunrisers Hyderabad,20.0,188,0,9
102,IPL-2018,6,Jaipur,2018-05-11,J Srinath,N Pandit,Nitin Menon,M Erasmus,YC Barde,Rajasthan Royals,normal,JC Buttler,bat,Chennai Super Kings,0,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,20.0,177,0,4
103,IPL-2018,6,Indore,2018-05-12,AJ Pycroft,GR Sadashiv Iyer,BNJ Oxenford,CK Nandan,VK Sharma,Kolkata Knight Riders,normal,SP Narine,field,Kings XI Punjab,0,Holkar Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,20.0,246,31,0
104,IPL-2018,6,Delhi,2018-05-12,Prakash Bhatt,K Srinath,AK Chaudhary,KN Ananthapadmanabhan,HDPK Dharmasena,Royal Challengers Bangalore,normal,AB de Villiers,field,Royal Challengers Bangalore,0,Arun Jaitley Stadium,Delhi Daredevils,Royal Challengers Bangalore,20.0,182,0,5
105,IPL-2018,6,Pune,2018-05-13,M Nayyar,HAS Khalid,AY Dandekar,M Erasmus,YC Barde,Chennai Super Kings,normal,AT Rayudu,field,Chennai Super Kings,0,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,180,0,8
106,IPL-2018,6,Mumbai,2018-05-13,J Srinath,UV Gandhe,C Shamshuddin,Nitin Menon,S Ravi,Rajasthan Royals,normal,JC Buttler,field,Rajasthan Royals,0,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,169,0,7
107,IPL-2018,6,Indore,2018-05-14,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,BNJ Oxenford,VK Sharma,Royal Challengers Bangalore,normal,UT Yadav,field,Royal Challengers Bangalore,0,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,89,0,10
108,IPL-2018,6,Kolkata,2018-05-15,M Nayyar,K Srinath,VA Kulkarni,AK Chaudhary,HDPK Dharmasena,Kolkata Knight Riders,normal,Kuldeep Yadav,field,Kolkata Knight Riders,0,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,20.0,143,0,6
109,IPL-2018,6,Mumbai,2018-05-16,J Srinath,UV Gandhe,YC Barde,M Erasmus,Nitin Menon,Mumbai Indians,normal,JJ Bumrah,field,Kings XI Punjab,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,187,3,0
110,IPL-2018,6,Bengaluru,2018-05-17,Prakash Bhatt,HAS Khalid,C Shamshuddin,AY Dandekar,S Ravi,Royal Challengers Bangalore,normal,AB de Villiers,field,Sunrisers Hyderabad,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,219,14,0
111,IPL-2018,6,Delhi,2018-05-18,M Nayyar,K Srinath,CK Nandan,HDPK Dharmasena,VA Kulkarni,Delhi Daredevils,normal,HV Patel,field,Chennai Super Kings,0,Arun Jaitley Stadium,Delhi Daredevils,Chennai Super Kings,20.0,163,34,0
112,IPL-2018,6,Jaipur,2018-05-19,AJ Pycroft,GR Sadashiv Iyer,C Shamshuddin,BNJ Oxenford,VK Sharma,Rajasthan Royals,normal,S Gopal,bat,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,165,30,0
113,IPL-2018,6,Hyderabad,2018-05-19,Prakash Bhatt,HAS Khalid,AY Dandekar,AK Chaudhary,S Ravi,Kolkata Knight Riders,normal,CA Lynn,bat,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,173,0,5
114,IPL-2018,6,Delhi,2018-05-20,M Nayyar,K Srinath,VA Kulkarni,HDPK Dharmasena,CK Nandan,Delhi Daredevils,normal,A Mishra,bat,Delhi Daredevils,0,Arun Jaitley Stadium,Delhi Daredevils,Mumbai Indians,20.0,175,11,0
115,IPL-2018,6,Pune,2018-05-20,J Srinath,UV Gandhe,M Erasmus,Nitin Menon,YC Barde,Chennai Super Kings,normal,L Ngidi,field,Chennai Super Kings,0,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,20.0,154,0,5
116,IPL-2018,6,Mumbai,2018-05-22,AJ Pycroft,YC Barde,S Ravi,C Shamshuddin,M Erasmus,Chennai Super Kings,normal,F du Plessis,field,Chennai Super Kings,0,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,140,0,2
117,IPL-2018,6,Kolkata,2018-05-23,J Srinath,A Nand Kishore,HDPK Dharmasena,AK Chaudhary,Nitin Menon,Kolkata Knight Riders,normal,AD Russell,field,Rajasthan Royals,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,170,25,0
118,IPL-2018,6,Kolkata,2018-05-25,J Srinath,A Nand Kishore,AK Chaudhary,HDPK Dharmasena,Nitin Menon,Sunrisers Hyderabad,normal,Rashid Khan,field,Kolkata Knight Riders,0,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,175,14,0
119,IPL-2018,6,Mumbai,2018-05-27,AJ Pycroft,YC Barde,Nitin Menon,M Erasmus,S Ravi,Chennai Super Kings,normal,SR Watson,field,Chennai Super Kings,0,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,179,0,8
120,IPL-2019,6,Chennai,2019-03-23,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,BNJ Oxenford,Chennai Super Kings,normal,Harbhajan Singh,field,Chennai Super Kings,0,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,71,0,7
121,IPL-2019,6,Kolkata,2019-03-24,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney,Kolkata Knight Riders,normal,AD Russell,field,Kolkata Knight Riders,0,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,182,0,6
122,IPL-2019,6,Mumbai,2019-03-24,M Nayyar,BK Ravi,CK Nandan,S Ravi,YC Barde,Delhi Capitals,normal,RR Pant,field,Mumbai Indians,0,Wankhede Stadium,Delhi Capitals,Mumbai Indians,20.0,214,37,0
123,IPL-2019,6,Jaipur,2019-03-25,Chinmay Sharma,K Srinath,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan,Kings XI Punjab,normal,CH Gayle,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,20.0,185,14,0
124,IPL-2019,6,Delhi,2019-03-26,J Srinath,HAS Khalid,AY Dandekar,M Erasmus,Nitin Menon,Chennai Super Kings,normal,SR Watson,bat,Delhi Capitals,0,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,20.0,148,0,6
125,IPL-2019,6,Kolkata,2019-03-27,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,AK Chaudhary,VA Kulkarni,Kolkata Knight Riders,normal,AD Russell,field,Kings XI Punjab,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,219,28,0
126,IPL-2019,6,Bengaluru,2019-03-28,M Nayyar,BK Ravi,YC Barde,CK Nandan,S Ravi,Mumbai Indians,normal,JJ Bumrah,field,Royal Challengers Bangalore,0,M.Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,188,6,0
127,IPL-2019,6,Hyderabad,2019-03-29,Chinmay Sharma,K Srinath,KN Ananthapadmanabhan,BNJ Oxenford,C Shamshuddin,Sunrisers Hyderabad,normal,Rashid Khan,bat,Rajasthan Royals,0,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad,20.0,199,0,5
128,IPL-2019,6,Chandigarh,2019-03-30,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,CB Gaffaney,VA Kulkarni,Kings XI Punjab,normal,MA Agarwal,field,Kings XI Punjab,0,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,Kings XI Punjab,20.0,177,0,8
129,IPL-2019,6,Delhi,2019-03-30,J Srinath,HAS Khalid,M Erasmus,AY Dandekar,Nitin Menon,,tie,PP Shaw,field,Delhi Capitals,0,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,20.0,186,0,0
130,IPL-2019,6,Hyderabad,2019-03-31,Chinmay Sharma,K Srinath,C Shamshuddin,KN Ananthapadmanabhan,S Ravi,Sunrisers Hyderabad,normal,JM Bairstow,field,Royal Challengers Bangalore,0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,232,118,0
131,IPL-2019,6,Chennai,2019-03-31,M Nayyar,BK Ravi,BNJ Oxenford,CK Nandan,YC Barde,Chennai Super Kings,normal,MS Dhoni,field,Rajasthan Royals,0,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,20.0,176,8,0
132,IPL-2019,6,Chandigarh,2019-04-01,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney,Kings XI Punjab,normal,SM Curran,field,Delhi Capitals,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Delhi Capitals,20.0,167,14,0
133,IPL-2019,6,Jaipur,2019-04-02,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,M Erasmus,Rajasthan Royals,normal,S Gopal,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,159,0,7
134,IPL-2019,6,Mumbai,2019-04-03,M Nayyar,BK Ravi,YC Barde,BNJ Oxenford,RJ Tucker,Mumbai Indians,normal,HH Pandya,field,Chennai Super Kings,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,171,37,0
135,IPL-2019,6,Delhi,2019-04-04,Chinmay Sharma,K Srinath,S Ravi,C Shamshuddin,KN Ananthapadmanabhan,Sunrisers Hyderabad,normal,JM Bairstow,field,Sunrisers Hyderabad,0,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,20.0,130,0,5
136,IPL-2019,6,Bengaluru,2019-04-05,V Narayan Kutty,GR Sadashiv Iyer,CK Nandan,AK Chaudhary,CB Gaffaney,Kolkata Knight Riders,normal,AD Russell,field,Kolkata Knight Riders,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,206,0,5
137,IPL-2019,6,Chennai,2019-04-06,Chinmay Sharma,K Srinath,C Shamshuddin,KN Ananthapadmanabhan,RJ Tucker,Chennai Super Kings,normal,Harbhajan Singh,bat,Chennai Super Kings,0,MA Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,20.0,161,22,0
138,IPL-2019,6,Hyderabad,2019-04-06,J Srinath,HAS Khalid,M Erasmus,AY Dandekar,Nitin Menon,Mumbai Indians,normal,AS Joseph,field,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,137,40,0
139,IPL-2019,6,Bengaluru,2019-04-07,M Nayyar,BK Ravi,CK Nandan,S Ravi,YC Barde,Delhi Capitals,normal,K Rabada,field,Delhi Capitals,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,20.0,150,0,4
140,IPL-2019,6,Jaipur,2019-04-07,V Narayan Kutty,GR Sadashiv Iyer,BNJ Oxenford,AK Chaudhary,CB Gaffaney,Kolkata Knight Riders,normal,HF Gurney,field,Kolkata Knight Riders,0,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,20.0,140,0,8
141,IPL-2019,6,Chandigarh,2019-04-08,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,M Erasmus,Kings XI Punjab,normal,KL Rahul,field,Kings XI Punjab,0,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Kings XI Punjab,20.0,151,0,6
142,IPL-2019,6,Chennai,2019-04-09,Prakash Bhatt,K Srinath,UV Gandhe,C Shamshuddin,RJ Tucker,Chennai Super Kings,normal,DL Chahar,field,Chennai Super Kings,0,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,20.0,109,0,7
143,IPL-2019,6,Mumbai,2019-04-10,M Nayyar,K Srinivasan,CK Nandan,S Ravi,YC Barde,Mumbai Indians,normal,KA Pollard,field,Mumbai Indians,0,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,20.0,198,0,3
144,IPL-2019,6,Jaipur,2019-04-11,Prakash Bhatt,GR Sadashiv Iyer,CB Gaffaney,BNJ Oxenford,UV Gandhe,Chennai Super Kings,normal,MS Dhoni,field,Chennai Super Kings,0,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,20.0,152,0,4
145,IPL-2019,6,Kolkata,2019-04-12,M Nayyar,BK Ravi,RJ Tucker,CK Nandan,YC Barde,Delhi Capitals,normal,S Dhawan,field,Delhi Capitals,0,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,20.0,179,0,7
146,IPL-2019,6,Mumbai,2019-04-13,J Srinath,N Pandit,M Erasmus,A Nand Kishore,Nitin Menon,Rajasthan Royals,normal,JC Buttler,field,Rajasthan Royals,0,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,188,0,4
147,IPL-2019,6,Chandigarh,2019-04-13,Prakash Bhatt,K Srinath,NJ Llong,S Ravi,UV Gandhe,Royal Challengers Bangalore,normal,AB de Villiers,field,Royal Challengers Bangalore,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,174,0,8
148,IPL-2019,6,Kolkata,2019-04-14,M Nayyar,BK Ravi,YC Barde,CK Nandan,RJ Tucker,Chennai Super Kings,normal,Imran Tahir,field,Chennai Super Kings,0,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,162,0,5
149,IPL-2019,6,Hyderabad,2019-04-14,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,AK Chaudhary,BNJ Oxenford,Delhi Capitals,normal,KMA Paul,field,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,20.0,156,39,0
150,IPL-2019,6,Mumbai,2019-04-15,J Srinath,N Pandit,A Nand Kishore,M Erasmus,Nitin Menon,Mumbai Indians,normal,SL Malinga,field,Mumbai Indians,0,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,172,0,5
151,IPL-2019,6,Chandigarh,2019-04-16,AJ Pycroft,K Srinivasan,S Ravi,AK Chaudhary,VA Kulkarni,Kings XI Punjab,normal,R Ashwin,field,Rajasthan Royals,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Rajasthan Royals,20.0,183,12,0
152,IPL-2019,6,Hyderabad,2019-04-17,Prakash Bhatt,BK Ravi,C Shamshuddin,IJ Gould,UV Gandhe,Sunrisers Hyderabad,normal,DA Warner,bat,Chennai Super Kings,0,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,20.0,133,0,6
153,IPL-2019,6,Delhi,2019-04-18,J Srinath,N Pandit,AK Chaudhary,BNJ Oxenford,NJ Llong,Mumbai Indians,normal,HH Pandya,bat,Mumbai Indians,0,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,20.0,169,40,0
154,IPL-2019,6,Kolkata,2019-04-19,AJ Pycroft,K Srinath,AY Dandekar,IJ Gould,Nitin Menon,Royal Challengers Bangalore,normal,V Kohli,field,Kolkata Knight Riders,0,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,214,10,0
155,IPL-2019,6,Jaipur,2019-04-20,M Nayyar,K Srinivasan,CK Nandan,S Ravi,YC Barde,Rajasthan Royals,normal,SPD Smith,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,20.0,162,0,5
156,IPL-2019,6,Delhi,2019-04-20,Prakash Bhatt,N Pandit,BNJ Oxenford,C Shamshuddin,UV Gandhe,Delhi Capitals,normal,SS Iyer,field,Delhi Capitals,0,Arun Jaitley Stadium,Kings XI Punjab,Delhi Capitals,20.0,164,0,5
157,IPL-2019,6,Hyderabad,2019-04-21,AJ Pycroft,K Srinath,IJ Gould,NJ Llong,Nitin Menon,Sunrisers Hyderabad,normal,KK Ahmed,field,Sunrisers Hyderabad,0,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,160,0,9
158,IPL-2019,6,Bengaluru,2019-04-21,J Srinath,BK Ravi,AK Chaudhary,RJ Tucker,VA Kulkarni,Royal Challengers Bangalore,normal,PA Patel,field,Chennai Super Kings,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,162,1,0
159,IPL-2019,6,Jaipur,2019-04-22,M Nayyar,K Srinath,YC Barde,A Nand Kishore,S Ravi,Delhi Capitals,normal,RR Pant,field,Delhi Capitals,0,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,20.0,192,0,6
160,IPL-2019,6,Chennai,2019-04-23,V Narayan Kutty,N Pandit,VA Kulkarni,AK Chaudhary,NJ Llong,Chennai Super Kings,normal,SR Watson,field,Chennai Super Kings,0,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,176,0,6
161,IPL-2019,6,Bengaluru,2019-04-24,J Srinath,K Srinivasan,RJ Tucker,BNJ Oxenford,C Shamshuddin,Royal Challengers Bangalore,normal,AB de Villiers,field,Kings XI Punjab,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,203,17,0
162,IPL-2019,6,Kolkata,2019-04-25,AJ Pycroft,HAS Khalid,Nitin Menon,AY Dandekar,IJ Gould,Rajasthan Royals,normal,VR Aaron,field,Rajasthan Royals,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,176,0,3
163,IPL-2019,6,Chennai,2019-04-26,V Narayan Kutty,N Pandit,VA Kulkarni,AK Chaudhary,NJ Llong,Mumbai Indians,normal,RG Sharma,field,Chennai Super Kings,0,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,20.0,156,46,0
164,IPL-2019,6,Jaipur,2019-04-27,M Nayyar,K Srinivasan,S Ravi,A Nand Kishore,YC Barde,Rajasthan Royals,normal,JD Unadkat,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,161,0,7
165,IPL-2019,6,Delhi,2019-04-28,J Srinath,N Pandit,C Shamshuddin,BNJ Oxenford,KN Ananthapadmanabhan,Delhi Capitals,normal,S Dhawan,bat,Delhi Capitals,0,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,20.0,188,16,0
166,IPL-2019,6,Kolkata,2019-04-28,AJ Pycroft,HAS Khalid,AY Dandekar,IJ Gould,Nitin Menon,Kolkata Knight Riders,normal,AD Russell,field,Mumbai Indians,0,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,233,34,0
167,IPL-2019,6,Hyderabad,2019-04-29,M Nayyar,K Srinivasan,A Nand Kishore,CK Nandan,S Ravi,Sunrisers Hyderabad,normal,DA Warner,field,Kings XI Punjab,0,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kings XI Punjab,20.0,213,45,0
168,IPL-2019,6,Bengaluru,2019-04-30,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,NJ Llong,UV Gandhe,,no result,,field,Rajasthan Royals,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,5.0,63,0,0
169,IPL-2019,6,Chennai,2019-05-01,AJ Pycroft,HAS Khalid,IJ Gould,AY Dandekar,Nitin Menon,Chennai Super Kings,normal,MS Dhoni,field,Delhi Capitals,0,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,20.0,180,80,0
170,IPL-2019,6,Mumbai,2019-05-02,M Nayyar,K Srinivasan,A Nand Kishore,CK Nandan,S Ravi,,tie,JJ Bumrah,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,163,0,0
171,IPL-2019,6,Chandigarh,2019-05-03,J Srinath,N Pandit,KN Ananthapadmanabhan,BNJ Oxenford,C Shamshuddin,Kolkata Knight Riders,normal,Shubman Gill,field,Kolkata Knight Riders,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kolkata Knight Riders,20.0,184,0,7
172,IPL-2019,6,Delhi,2019-05-04,AJ Pycroft,HAS Khalid,Nitin Menon,AY Dandekar,IJ Gould,Delhi Capitals,normal,A Mishra,bat,Rajasthan Royals,0,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,20.0,116,0,5
173,IPL-2019,6,Bengaluru,2019-05-04,V Narayan Kutty,,UV Gandhe,AK Chaudhary,NJ Llong,Royal Challengers Bangalore,normal,SO Hetmyer,field,Royal Challengers Bangalore,0,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,176,0,4
174,IPL-2019,6,Chandigarh,2019-05-05,J Srinath,N Pandit,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan,Kings XI Punjab,normal,KL Rahul,field,Kings XI Punjab,0,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Kings XI Punjab,20.0,171,0,6
175,IPL-2019,6,Mumbai,2019-05-05,M Nayyar,K Srinivasan,S Ravi,A Nand Kishore,CK Nandan,Mumbai Indians,normal,HH Pandya,field,Mumbai Indians,0,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,20.0,134,0,9
176,IPL-2019,6,Chennai,2019-05-07,J Srinath,CK Nandan,IJ Gould,NJ Llong,Nitin Menon,Mumbai Indians,normal,SA Yadav,bat,Chennai Super Kings,0,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,20.0,132,0,6
177,IPL-2019,6,Visakhapatnam,2019-05-08,AJ Pycroft,C Shamshuddin,AK Chaudhary,BNJ Oxenford,S Ravi,Delhi Capitals,normal,RR Pant,field,Delhi Capitals,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,20.0,163,0,2
178,IPL-2019,6,Visakhapatnam,2019-05-10,AJ Pycroft,AK Chaudhary,C Shamshuddin,BNJ Oxenford,S Ravi,Chennai Super Kings,normal,F du Plessis,field,Chennai Super Kings,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Chennai Super Kings,20.0,148,0,6
179,IPL-2019,6,Hyderabad,2019-05-12,J Srinath,CK Nandan,NJ Llong,IJ Gould,Nitin Menon,Mumbai Indians,normal,JJ Bumrah,bat,Mumbai Indians,0,Rajiv Gandhi International Stadium,Mumbai Indians,Chennai Super Kings,20.0,150,1,0
180,IPL-2020,6,Abu Dhabi,2020-09-19,M Nayyar,UV Gandhe,S Ravi,CB Gaffaney,VK Sharma,Chennai Super Kings,normal,AT Rayudu,field,Chennai Super Kings,0,Sheikh Zayed Stadium,Mumbai Indians,Chennai Super Kings,20.0,163,0,5
181,IPL-2020,6,,2020-09-20,J Srinath,YC Barde,PR Reiffel,AK Chaudhary,Nitin Menon,,tie,MP Stoinis,field,Kings XI Punjab,0,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab,20.0,158,0,0
182,IPL-2020,6,Abu Dhabi,2020-10-21,Shakti Singh,UV Gandhe,CB Gaffaney,VK Sharma,S Ravi,Royal Challengers Bangalore,normal,Mohammed Siraj,bat,Kolkata Knight Riders,0,Sheikh Zayed Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,85,0,8
183,IPL-2020,6,,2020-11-03,Prakash Bhatt,VA Kulkarni,KN Ananthapadmanabhan,C Shamshuddin,RK Illingworth,Sunrisers Hyderabad,normal,S Nadeem,field,Sunrisers Hyderabad,0,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,150,0,10
184,IPL-2020,6,,2020-09-22,V Narayan Kutty,K Srinivasan,KN Ananthapadmanabhan,C Shamshuddin,VA Kulkarni,Rajasthan Royals,normal,SV Samson,field,Chennai Super Kings,0,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings,20.0,217,16,0
185,IPL-2020,6,Abu Dhabi,2020-10-24,M Nayyar,UV Gandhe,S Ravi,CB Gaffaney,PG Pathak,Kolkata Knight Riders,normal,CV Varun,field,Delhi Capitals,0,Sheikh Zayed Stadium,Kolkata Knight Riders,Delhi Capitals,20.0,195,59,0
186,IPL-2020,6,,2020-10-24,J Srinath,YC Barde,Nitin Menon,AY Dandekar,PR Reiffel,Kings XI Punjab,normal,CJ Jordan,field,Sunrisers Hyderabad,0,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad,20.0,127,12,0
187,IPL-2020,6,Abu Dhabi,2020-10-28,M Nayyar,PG Pathak,S Ravi,UV Gandhe,CB Gaffaney,Mumbai Indians,normal,SA Yadav,field,Mumbai Indians,0,Sheikh Zayed Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,165,0,5
