match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
895,IPL-2014,6,Ranchi,2014-05-22,J Srinath,J Madanagopal,RM Deshpande,BNJ Oxenford,C Shamshuddin,Sunrisers Hyderabad,normal,DA Warner,field,Sunrisers Hyderabad,0,JSCA International Stadium Complex,Chennai Super Kings,Sunrisers Hyderabad,20.0,186,0,6
896,IPL-2014,6,Mumbai,2014-05-23,AJ Pycroft,AY Dandekar,K Srinath,S Ravi,RJ Tucker,Mumbai Indians,normal,MEK Hussey,field,Delhi Daredevils,0,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,20.0,174,15,0
897,IPL-2014,6,Chandigarh,2014-05-23,RS Mahanama,UV Gandhe,VA Kulkarni,HDPK Dharmasena,PG Pathak,Kings XI Punjab,normal,SE Marsh,field,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,180,16,0
898,IPL-2014,6,Bangalore,2014-05-24,RS Madugalle,A Nand Kishore,CK Nandan,AK Chaudhary,NJ Llong,Chennai Super Kings,normal,MS Dhoni,field,Chennai Super Kings,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,155,0,8
899,IPL-2014,6,Kolkata,2014-05-24,J Srinath,Nitin Menon,C Shamshuddin,RM Deshpande,BNJ Oxenford,Kolkata Knight Riders,normal,YK Pathan,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,161,0,4
900,IPL-2014,6,Chandigarh,2014-05-25,RS Mahanama,UV Gandhe,PG Pathak,HDPK Dharmasena,VA Kulkarni,Kings XI Punjab,normal,M Vohra,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,20.0,116,0,7
901,IPL-2014,6,Mumbai,2014-05-25,AJ Pycroft,R Pandit,S Ravi,K Srinath,RJ Tucker,Mumbai Indians,normal,CJ Anderson,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,190,0,5
902,IPL-2014,6,Kolkata,2014-05-27,RS Mahanama,CK Nandan,C Shamshuddin,NJ Llong,S Ravi,Kolkata Knight Riders,normal,UT Yadav,field,Kings XI Punjab,0,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,20.0,164,28,0
903,IPL-2014,6,Mumbai,2014-05-28,AJ Pycroft,RM Deshpande,RJ Tucker,VA Kulkarni,BNJ Oxenford,Chennai Super Kings,normal,SK Raina,field,Chennai Super Kings,0,Brabourne Stadium,Chennai Super Kings,Mumbai Indians,20.0,174,0,7
904,IPL-2014,6,Mumbai,2014-05-30,J Srinath,RM Deshpande,AK Chaudhary,HDPK Dharmasena,RJ Tucker,Kings XI Punjab,normal,V Sehwag,field,Chennai Super Kings,0,Wankhede Stadium,Chennai Super Kings,Kings XI Punjab,20.0,227,24,0
905,IPL-2014,6,Bangalore,2014-06-01,RS Mahanama,CK Nandan,S Ravi,HDPK Dharmasena,BNJ Oxenford,Kolkata Knight Riders,normal,MK Pandey,field,Kolkata Knight Riders,0,M Chinnaswamy Stadium,Kolkata Knight Riders,Kings XI Punjab,20.0,200,0,3
906,IPL-2015,6,Kolkata,2015-04-08,J Srinath,VK Sharma,PG Pathak,S Ravi,C Shamshuddin,Kolkata Knight Riders,normal,M Morkel,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,169,0,7
907,IPL-2015,6,Chennai,2015-04-09,M Nayyar,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni,Chennai Super Kings,normal,A Nehra,field,Delhi Daredevils,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,151,1,0
908,IPL-2015,6,Pune,2015-04-10,GF Labrooy,CK Nandan,K Srinath,SD Fry,CB Gaffaney,Rajasthan Royals,normal,JP Faulkner,field,Kings XI Punjab,0,Maharashtra Cricket Association Stadium,Kings XI Punjab,Rajasthan Royals,20.0,163,26,0
909,IPL-2015,6,Chennai,2015-04-11,M Nayyar,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni,Chennai Super Kings,normal,BB McCullum,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,20.0,210,45,0
910,IPL-2015,6,Kolkata,2015-04-11,J Srinath,VK Sharma,PG Pathak,S Ravi,C Shamshuddin,Royal Challengers Bangalore,normal,CH Gayle,field,Royal Challengers Bangalore,0,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,178,0,3
911,IPL-2015,6,Delhi,2015-04-12,GF Labrooy,Nitin Menon,CK Nandan,SD Fry,CB Gaffaney,Rajasthan Royals,normal,DJ Hooda,field,Rajasthan Royals,0,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,20.0,185,0,3
912,IPL-2015,6,Mumbai,2015-04-12,Chinmay Sharma,A Nand Kishore,K Srinath,AK Chaudhary,K Srinivasan,Kings XI Punjab,normal,GJ Bailey,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,178,18,0
913,IPL-2015,6,Bangalore,2015-04-13,M Nayyar,K Bharatan,VA Kulkarni,RM Deshpande,RK Illingworth,Sunrisers Hyderabad,normal,DA Warner,field,Sunrisers Hyderabad,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,167,0,8
914,IPL-2015,6,Ahmedabad,2015-04-14,Chinmay Sharma,A Nand Kishore,K Srinivasan,AK Chaudhary,SD Fry,Rajasthan Royals,normal,SPD Smith,bat,Mumbai Indians,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Mumbai Indians,20.0,165,0,7
915,IPL-2015,6,Kolkata,2015-04-30,RR Jadeja,A Nand Kishore,RM Deshpande,AK Chaudhary,M Erasmus,Kolkata Knight Riders,normal,AD Russell,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,166,0,7
916,IPL-2015,6,Pune,2015-04-15,GF Labrooy,Nitin Menon,CK Nandan,CB Gaffaney,K Srinath,Delhi Daredevils,normal,MA Agarwal,bat,Kings XI Punjab,0,Maharashtra Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,20.0,166,0,5
917,IPL-2015,6,Visakhapatnam,2015-04-16,M Nayyar,VK Sharma,C Shamshuddin,PG Pathak,S Ravi,Rajasthan Royals,normal,AM Rahane,field,Rajasthan Royals,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,128,0,6
918,IPL-2015,6,Mumbai,2015-04-17,Chinmay Sharma,K Srinivasan,K Srinath,AK Chaudhary,M Erasmus,Chennai Super Kings,normal,A Nehra,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,184,0,6
919,IPL-2015,6,Visakhapatnam,2015-04-18,M Nayyar,VK Sharma,C Shamshuddin,PG Pathak,S Ravi,Delhi Daredevils,normal,JP Duminy,bat,Delhi Daredevils,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Daredevils,20.0,168,4,0
920,IPL-2015,6,Pune,2015-04-18,GF Labrooy,Nitin Menon,CB Gaffaney,SD Fry,CK Nandan,Kolkata Knight Riders,normal,AD Russell,field,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium,Kings XI Punjab,Kolkata Knight Riders,20.0,156,0,4
921,IPL-2015,6,Ahmedabad,2015-04-19,Chinmay Sharma,K Srinivasan,K Srinath,AK Chaudhary,M Erasmus,Rajasthan Royals,normal,AM Rahane,bat,Chennai Super Kings,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Chennai Super Kings,20.0,157,0,8
922,IPL-2015,6,Bangalore,2015-04-19,J Srinath,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni,Mumbai Indians,normal,Harbhajan Singh,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,210,18,0
923,IPL-2015,6,Delhi,2015-04-20,GF Labrooy,Nitin Menon,CK Nandan,SD Fry,CB Gaffaney,Kolkata Knight Riders,normal,UT Yadav,field,Kolkata Knight Riders,0,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,147,0,6
924,IPL-2015,6,Ahmedabad,2015-04-21,Chinmay Sharma,K Srinath,AK Chaudhary,M Erasmus,S Ravi,,tie,SE Marsh,field,Kings XI Punjab,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kings XI Punjab,20.0,192,0,0
925,IPL-2015,6,Visakhapatnam,2015-04-22,M Nayyar,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni,Sunrisers Hyderabad,normal,DA Warner,field,Kolkata Knight Riders,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,12.0,118,16,0
926,IPL-2015,6,Bangalore,2015-04-22,J Srinath,VK Sharma,PG Pathak,JD Cloete,C Shamshuddin,Chennai Super Kings,normal,SK Raina,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,182,27,0
927,IPL-2015,6,Delhi,2015-04-23,GF Labrooy,Nitin Menon,CB Gaffaney,SD Fry,CK Nandan,Delhi Daredevils,normal,SS Iyer,field,Mumbai Indians,0,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,191,37,0
928,IPL-2015,6,Ahmedabad,2015-04-24,Chinmay Sharma,K Srinath,AK Chaudhary,M Erasmus,S Ravi,Royal Challengers Bangalore,normal,MA Starc,field,Royal Challengers Bangalore,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Royal Challengers Bangalore,20.0,131,0,9
929,IPL-2015,6,Mumbai,2015-04-25,RS Mahanama,CK Nandan,SD Fry,HDPK Dharmasena,CB Gaffaney,Mumbai Indians,normal,SL Malinga,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,158,20,0
930,IPL-2015,6,Chennai,2015-04-25,J Srinath,VK Sharma,PG Pathak,JD Cloete,C Shamshuddin,Chennai Super Kings,normal,BB McCullum,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,193,97,0
931,IPL-2015,6,Delhi,2015-04-26,GF Labrooy,K Srinath,AK Chaudhary,M Erasmus,S Ravi,Royal Challengers Bangalore,normal,VR Aaron,field,Royal Challengers Bangalore,0,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,96,0,10
932,IPL-2015,6,Chandigarh,2015-04-27,RS Mahanama,CK Nandan,SD Fry,HDPK Dharmasena,CB Gaffaney,Sunrisers Hyderabad,normal,TA Boult,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,20.0,151,20,0
933,IPL-2015,6,Kolkata,2015-05-07,RS Mahanama,A Nand Kishore,K Srinivasan,AK Chaudhary,M Erasmus,Kolkata Knight Riders,normal,PP Chawla,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,172,13,0
934,IPL-2015,6,Bangalore,2015-04-29,RS Madugalle,VK Sharma,C Shamshuddin,JD Cloete,PG Pathak,,no result,,field,Rajasthan Royals,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,0.0,0,0,0
935,IPL-2015,6,Chennai,2015-04-28,J Srinath,K Bharatan,RK Illingworth,RM Deshpande,VA Kulkarni,Chennai Super Kings,normal,DJ Bravo,field,Kolkata Knight Riders,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,135,2,0
936,IPL-2015,6,Delhi,2015-05-01,RS Madugalle,K Bharatan,VA Kulkarni,RK Illingworth,S Ravi,Delhi Daredevils,normal,NM Coulter-Nile,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,119,0,9
937,IPL-2015,6,Mumbai,2015-05-01,RS Mahanama,Nitin Menon,CB Gaffaney,HDPK Dharmasena,CK Nandan,Mumbai Indians,normal,AT Rayudu,field,Rajasthan Royals,0,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,188,8,0
938,IPL-2015,6,Bangalore,2015-05-02,J Srinath,VK Sharma,C Shamshuddin,JD Cloete,PG Pathak,Royal Challengers Bangalore,normal,Mandeep Singh,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,10.0,112,0,7
939,IPL-2015,6,Hyderabad,2015-05-02,RR Jadeja,A Nand Kishore,M Erasmus,AK Chaudhary,K Srinivasan,Sunrisers Hyderabad,normal,DA Warner,field,Chennai Super Kings,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,20.0,193,22,0
940,IPL-2015,6,Chandigarh,2015-05-03,RS Madugalle,RM Deshpande,S Ravi,RK Illingworth,VA Kulkarni,Mumbai Indians,normal,LMP Simmons,bat,Mumbai Indians,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,173,23,0
941,IPL-2015,6,Mumbai,2015-05-03,RS Mahanama,,CK Nandan,HDPK Dharmasena,CB Gaffaney,Rajasthan Royals,normal,AM Rahane,field,Delhi Daredevils,0,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,20.0,190,14,0
942,IPL-2015,6,Chennai,2015-05-04,J Srinath,PG Pathak,JD Cloete,C Shamshuddin,K Srinath,Chennai Super Kings,normal,SK Raina,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,149,24,0
943,IPL-2015,6,Kolkata,2015-05-04,RR Jadeja,A Nand Kishore,K Srinivasan,AK Chaudhary,M Erasmus,Kolkata Knight Riders,normal,UT Yadav,field,Sunrisers Hyderabad,0,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,168,35,0
944,IPL-2015,6,Mumbai,2015-05-05,RS Mahanama,Nitin Menon,CK Nandan,HDPK Dharmasena,CB Gaffaney,Mumbai Indians,normal,Harbhajan Singh,bat,Delhi Daredevils,0,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,20.0,153,0,5
945,IPL-2015,6,Bangalore,2015-05-06,RS Madugalle,RM Deshpande,S Ravi,RK Illingworth,VA Kulkarni,Royal Challengers Bangalore,normal,CH Gayle,field,Kings XI Punjab,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,227,138,0
946,IPL-2015,6,Mumbai,2015-05-07,J Srinath,PG Pathak,HDPK Dharmasena,JD Cloete,C Shamshuddin,Sunrisers Hyderabad,normal,EJG Morgan,field,Rajasthan Royals,0,Brabourne Stadium,Rajasthan Royals,Sunrisers Hyderabad,20.0,202,7,0
947,IPL-2015,6,Chennai,2015-05-08,RR Jadeja,Nitin Menon,K Srinath,CB Gaffaney,CK Nandan,Mumbai Indians,normal,HH Pandya,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,20.0,159,0,6
948,IPL-2015,6,Kolkata,2015-05-09,RS Mahanama,A Nand Kishore,K Srinivasan,AK Chaudhary,HDPK Dharmasena,Kolkata Knight Riders,normal,AD Russell,bat,Kings XI Punjab,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,184,0,1
949,IPL-2015,6,Raipur,2015-05-09,RS Madugalle,RM Deshpande,RK Illingworth,VA Kulkarni,S Ravi,Sunrisers Hyderabad,normal,MC Henriques,bat,Sunrisers Hyderabad,0,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Sunrisers Hyderabad,20.0,164,6,0
950,IPL-2015,6,Mumbai,2015-05-10,J Srinath,PG Pathak,K Srinath,JD Cloete,C Shamshuddin,Royal Challengers Bangalore,normal,AB de Villiers,bat,Royal Challengers Bangalore,0,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,236,39,0
951,IPL-2015,6,Chennai,2015-05-10,RR Jadeja,Nitin Menon,CB Gaffaney,M Erasmus,CK Nandan,Chennai Super Kings,normal,RA Jadeja,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,158,12,0
952,IPL-2015,6,Hyderabad,2015-05-11,RS Mahanama,A Nand Kishore,K Srinivasan,AK Chaudhary,HDPK Dharmasena,Sunrisers Hyderabad,normal,DA Warner,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,20.0,186,5,0
953,IPL-2015,6,Raipur,2015-05-12,RS Madugalle,RM Deshpande,S Ravi,RK Illingworth,VA Kulkarni,Delhi Daredevils,normal,Z Khan,bat,Chennai Super Kings,0,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Chennai Super Kings,20.0,120,0,6
954,IPL-2015,6,Chandigarh,2015-05-13,J Srinath,PG Pathak,CK Nandan,JD Cloete,C Shamshuddin,Kings XI Punjab,normal,AR Patel,field,Royal Challengers Bangalore,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,10.0,107,22,0
955,IPL-2015,6,Mumbai,2015-05-14,RR Jadeja,AY Dandekar,RM Deshpande,RK Illingworth,VA Kulkarni,Mumbai Indians,normal,HH Pandya,field,Kolkata Knight Riders,0,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,172,5,0
956,IPL-2015,6,Hyderabad,2015-05-15,RS Mahanama,A Nand Kishore,K Srinath,AK Chaudhary,HDPK Dharmasena,Royal Challengers Bangalore,normal,V Kohli,bat,Sunrisers Hyderabad,1,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,6.0,81,0,6
957,IPL-2015,6,Chandigarh,2015-05-16,J Srinath,VK Sharma,JD Cloete,CK Nandan,C Shamshuddin,Chennai Super Kings,normal,P Negi,bat,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,20.0,131,0,7
958,IPL-2015,6,Mumbai,2015-05-16,RR Jadeja,AY Dandekar,VA Kulkarni,RM Deshpande,RK Illingworth,Rajasthan Royals,normal,SR Watson,bat,Rajasthan Royals,0,Brabourne Stadium,Rajasthan Royals,Kolkata Knight Riders,20.0,200,9,0
959,IPL-2015,6,Bangalore,2015-05-17,RS Madugalle,Nitin Menon,PG Pathak,HDPK Dharmasena,K Srinivasan,,no result,,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,188,0,0
960,IPL-2015,6,Hyderabad,2015-05-17,RS Mahanama,A Nand Kishore,AK Chaudhary,CB Gaffaney,K Srinath,Mumbai Indians,normal,MJ McClenaghan,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,114,0,9
961,IPL-2015,6,Mumbai,2015-05-19,RS Madugalle,CK Nandan,VA Kulkarni,HDPK Dharmasena,RK Illingworth,Mumbai Indians,normal,KA Pollard,bat,Mumbai Indians,0,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,20.0,188,25,0
962,IPL-2015,6,Pune,2015-05-20,RS Mahanama,K Srinath,CB Gaffaney,AK Chaudhary,C Shamshuddin,Royal Challengers Bangalore,normal,AB de Villiers,bat,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,181,71,0
963,IPL-2015,6,Ranchi,2015-05-22,RS Mahanama,K Srinath,C Shamshuddin,AK Chaudhary,CB Gaffaney,Chennai Super Kings,normal,A Nehra,field,Chennai Super Kings,0,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,20.0,140,0,3
964,IPL-2015,6,Kolkata,2015-05-24,RS Madugalle,CK Nandan,VA Kulkarni,HDPK Dharmasena,RK Illingworth,Mumbai Indians,normal,RG Sharma,field,Chennai Super Kings,0,Eden Gardens,Mumbai Indians,Chennai Super Kings,20.0,203,41,0
965,IPL-2016,6,Mumbai,2016-04-09,J Srinath,VK Sharma,VA Kulkarni,HDPK Dharmasena,CK Nandan,Rising Pune Supergiants,normal,AM Rahane,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiants,20.0,122,0,9
966,IPL-2016,6,Kolkata,2016-04-10,M Nayyar,A Deshmukh,Nitin Menon,S Ravi,C Shamshuddin,Kolkata Knight Riders,normal,AD Russell,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,99,0,9
967,IPL-2016,6,Chandigarh,2016-04-11,Chinmay Sharma,K Bharatan,A Nand Kishore,AK Chaudhary,VA Kulkarni,Gujarat Lions,normal,AJ Finch,field,Gujarat Lions,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,20.0,162,0,5
968,IPL-2016,6,Bangalore,2016-04-12,J Srinath,YC Barde,KN Ananthapadmanabhan,HDPK Dharmasena,VK Sharma,Royal Challengers Bangalore,normal,AB de Villiers,field,Sunrisers Hyderabad,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,228,45,0
969,IPL-2016,6,Kolkata,2016-04-13,M Nayyar,Navdeep Singh,C Shamshuddin,Nitin Menon,S Ravi,Mumbai Indians,normal,RG Sharma,field,Mumbai Indians,0,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,188,0,6
970,IPL-2016,6,Rajkot,2016-04-14,Chinmay Sharma,K Bharatan,AY Dandekar,VA Kulkarni,CK Nandan,Gujarat Lions,normal,AJ Finch,bat,Rising Pune Supergiants,0,Saurashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiants,20.0,164,0,7
971,IPL-2016,6,Delhi,2016-04-15,RS Mahanama,Navdeep Singh,Nitin Menon,S Ravi,C Shamshuddin,Delhi Daredevils,normal,A Mishra,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,112,0,8
972,IPL-2016,6,Hyderabad,2016-04-16,J Srinath,A Deshmukh,K Bharatan,AK Chaudhary,CK Nandan,Kolkata Knight Riders,normal,G Gambhir,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,143,0,8
973,IPL-2016,6,Mumbai,2016-04-16,Chinmay Sharma,YC Barde,KN Ananthapadmanabhan,HDPK Dharmasena,VK Sharma,Gujarat Lions,normal,AJ Finch,field,Gujarat Lions,0,Wankhede Stadium,Mumbai Indians,Gujarat Lions,20.0,144,0,3
974,IPL-2016,6,Chandigarh,2016-04-17,M Nayyar,Navdeep Singh,Nitin Menon,S Ravi,C Shamshuddin,Kings XI Punjab,normal,M Vohra,bat,Rising Pune Supergiants,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Rising Pune Supergiants,20.0,153,0,6
975,IPL-2016,6,Bangalore,2016-04-17,RS Mahanama,R Pandit,AY Dandekar,VA Kulkarni,A Nand Kishore,Delhi Daredevils,normal,Q de Kock,field,Delhi Daredevils,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,192,0,7
976,IPL-2016,6,Hyderabad,2016-04-18,J Srinath,A Deshmukh,KN Ananthapadmanabhan,HDPK Dharmasena,VK Sharma,Sunrisers Hyderabad,normal,DA Warner,field,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,143,0,7
977,IPL-2016,6,Chandigarh,2016-04-19,M Nayyar,YC Barde,Nitin Menon,S Ravi,C Shamshuddin,Kolkata Knight Riders,normal,RV Uthappa,field,Kolkata Knight Riders,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,20.0,139,0,6
978,IPL-2016,6,Mumbai,2016-04-20,RS Mahanama,R Pandit,A Nand Kishore,AK Chaudhary,CK Nandan,Mumbai Indians,normal,RG Sharma,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,171,0,6
979,IPL-2016,6,Rajkot,2016-04-21,S Chaturvedi,A Deshmukh,AY Dandekar,K Bharatan,HDPK Dharmasena,Sunrisers Hyderabad,normal,B Kumar,field,Sunrisers Hyderabad,0,Saurashtra Cricket Association Stadium,Gujarat Lions,Sunrisers Hyderabad,20.0,136,0,10
980,IPL-2016,6,Pune,2016-04-22,Chinmay Sharma,YC Barde,KN Ananthapadmanabhan,CB Gaffaney,VK Sharma,Royal Challengers Bangalore,normal,AB de Villiers,field,Rising Pune Supergiants,0,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Royal Challengers Bangalore,20.0,186,13,0
981,IPL-2016,6,Delhi,2016-04-23,M Nayyar,Navdeep Singh,Nitin Menon,S Ravi,C Shamshuddin,Delhi Daredevils,normal,SV Samson,field,Mumbai Indians,0,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,165,10,0
982,IPL-2016,6,Hyderabad,2016-04-23,RS Mahanama,R Pandit,AY Dandekar,AK Chaudhary,CK Nandan,Sunrisers Hyderabad,normal,Mustafizur Rahman,field,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,20.0,144,0,5
983,IPL-2016,6,Rajkot,2016-04-24,S Chaturvedi,A Deshmukh,KN Ananthapadmanabhan,K Bharatan,BNJ Oxenford,Gujarat Lions,normal,V Kohli,bat,Royal Challengers Bangalore,0,Saurashtra Cricket Association Stadium,Gujarat Lions,Royal Challengers Bangalore,20.0,181,0,6
984,IPL-2016,6,Pune,2016-04-24,Chinmay Sharma,YC Barde,VK Sharma,CB Gaffaney,A Nand Kishore,Kolkata Knight Riders,normal,SA Yadav,field,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Kolkata Knight Riders,20.0,161,0,2
985,IPL-2016,6,Chandigarh,2016-04-25,RS Madugalle,Navdeep Singh,C Shamshuddin,Nitin Menon,RJ Tucker,Mumbai Indians,normal,PA Patel,field,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,190,25,0
986,IPL-2016,6,Hyderabad,2016-04-26,Amit Sharma,YC Barde,HDPK Dharmasena,AY Dandekar,CK Nandan,Rising Pune Supergiants,normal,AB Dinda,field,Rising Pune Supergiants,1,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rising Pune Supergiants,11.0,61,34,0
987,IPL-2016,6,Delhi,2016-04-27,J Srinath,A Deshmukh,AK Chaudhary,M Erasmus,S Ravi,Gujarat Lions,normal,CH Morris,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Gujarat Lions,20.0,173,1,0
988,IPL-2016,6,Mumbai,2016-04-28,RS Madugalle,Navdeep Singh,C Shamshuddin,Nitin Menon,RJ Tucker,Mumbai Indians,normal,RG Sharma,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,175,0,6
