Unnamed: 0,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpires,winner,player_of_match,toss_decision,toss_winner,venue,team_a,team_b,target_overs,target_runs
797,6,Chennai,2013-04-22,RR Jadeja,K Srinivasan,Asad Rauf,"S Asnani, AK Chaudhary",Chennai Super Kings,MEK Hussey,bat,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,186
798,6,Bangalore,2013-04-23,AJ Pycroft,KN Ananthapadmanabhan,S Das,"Aleem Dar, C Shamshuddin",Royal Challengers Bangalore,CH Gayle,field,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,20.0,264
799,6,Dharamsala,2013-05-16,RS Mahanama,Nitin Menon,CK Nandan,"HDPK Dharmasena, S Ravi",Kings XI Punjab,DA Miller,field,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,20.0,172
800,6,Kolkata,2013-04-24,RS Mahanama,AS Pathania,CK Nandan,"HDPK Dharmasena, S Ravi",Mumbai Indians,DR Smith,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,160
801,6,Chennai,2013-04-25,AJ Pycroft,K Srinivasan,C Shamshuddin,"Aleem Dar, S Das",Chennai Super Kings,MS Dhoni,bat,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,20.0,160
802,6,Kolkata,2013-04-26,RS Mahanama,AS Pathania,HDPK Dharmasena,"CK Nandan, S Ravi",Kolkata Knight Riders,JH Kallis,bat,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,150
803,6,Jaipur,2013-04-27,RS Madugalle,Tapan Sharma,M Erasmus,"VA Kulkarni, K Srinath",Rajasthan Royals,JP Faulkner,bat,Sunrisers Hyderabad,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,20.0,145
804,6,Mumbai,2013-04-27,J Srinath,RM Deshpande,AK Chaudhary,"Asad Rauf, S Asnani",Mumbai Indians,DR Smith,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,195
805,6,Chennai,2013-04-28,AJ Pycroft,K Srinivasan,C Shamshuddin,"Aleem Dar, SJA Taufel",Chennai Super Kings,MEK Hussey,field,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,201
806,6,Raipur,2013-04-28,RS Mahanama,VK Sharma,HDPK Dharmasena,"CK Nandan, S Ravi",Delhi Daredevils,DA Warner,field,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,20.0,165
807,6,Jaipur,2013-04-29,RS Madugalle,Tapan Sharma,VA Kulkarni,"M Erasmus, K Srinath",Rajasthan Royals,SV Samson,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,172
808,6,Mumbai,2013-04-29,J Srinath,RM Deshpande,S Asnani,"Asad Rauf, AK Chaudhary",Mumbai Indians,RG Sharma,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,175
809,6,Pune,2013-04-30,AJ Pycroft,PG Pathak,Aleem Dar,"S Das, SJA Taufel",Chennai Super Kings,MS Dhoni,bat,Chennai Super Kings,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,20.0,165
810,6,Hyderabad,2013-05-01,J Srinath,A Nand Kishore,AK Chaudhary,"Asad Rauf, S Asnani",Sunrisers Hyderabad,I Sharma,bat,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,130
811,6,Raipur,2013-05-01,RS Mahanama,VK Sharma,S Ravi,"HDPK Dharmasena, CK Nandan",Delhi Daredevils,DA Warner,bat,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,20.0,137
812,6,Chennai,2013-05-02,Raju Mukherjee,K Srinivasan,NJ Llong,"M Erasmus, VA Kulkarni",Chennai Super Kings,SK Raina,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,187
813,6,Pune,2013-05-02,AJ Pycroft,PG Pathak,Subroto Das,"Aleem Dar, C Shamshuddin",Royal Challengers Bangalore,AB de Villiers,bat,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,20.0,188
814,6,Kolkata,2013-05-03,RS Mahanama,AS Pathania,S Ravi,"HDPK Dharmasena, CK Nandan",Kolkata Knight Riders,YK Pathan,bat,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,133
815,6,Hyderabad,2013-05-04,J Srinath,A Nand Kishore,AK Chaudhary,"Asad Rauf, S Asnani",Sunrisers Hyderabad,DJG Sammy,bat,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,20.0,81
816,6,Bangalore,2013-05-14,RS Mahanama,KN Ananthapadmanabhan,CK Nandan,"HDPK Dharmasena, S Ravi",Kings XI Punjab,AC Gilchrist,field,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,175
817,6,Mumbai,2013-05-05,RS Mahanama,RM Deshpande,S Ravi,"HDPK Dharmasena, CK Nandan",Mumbai Indians,MG Johnson,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,140
818,6,Jaipur,2013-05-05,AJ Pycroft,Tapan Sharma,Aleem Dar,"C Shamshuddin, RJ Tucker",Rajasthan Royals,AM Rahane,bat,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,20.0,179
819,6,Bangalore,2013-04-09,DC Boon,KN Ananthapadmanabhan,CK Nandan,"S Ravi, SJA Taufel",Royal Challengers Bangalore,V Kohli,bat,Sunrisers Hyderabad,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,162
820,6,Jaipur,2013-05-07,AJ Pycroft,Tapan Sharma,C Shamshuddin,"Aleem Dar, RJ Tucker",Rajasthan Royals,AM Rahane,bat,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,155
821,6,Mumbai,2013-05-07,RS Mahanama,RM Deshpande,CK Nandan,"HDPK Dharmasena, S Ravi",Mumbai Indians,SR Tendulkar,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,171
822,6,Hyderabad,2013-05-08,Raju Mukherjee,A Nand Kishore,K Srinath,"S Das, NJ Llong",Chennai Super Kings,SK Raina,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,20.0,224
823,6,Chandigarh,2013-05-09,RS Mahanama,Nitin Menon,CK Nandan,"HDPK Dharmasena, S Ravi",Rajasthan Royals,KK Cooper,field,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,146
824,6,Pune,2013-05-09,J Srinath,PG Pathak,SJA Taufel,"Asad Rauf, S Asnani",Kolkata Knight Riders,G Gambhir,bat,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,20.0,153
825,6,Delhi,2013-05-10,RS Madugalle,K Bharatan,VA Kulkarni,"NJ Llong, K Srinath",Royal Challengers Bangalore,JD Unadkat,field,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,184
826,6,Pune,2013-05-11,J Srinath,RM Deshpande,S Asnani,"Asad Rauf, AK Chaudhary",Mumbai Indians,MG Johnson,bat,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,20.0,113
827,6,Chandigarh,2013-05-11,AJ Pycroft,Nitin Menon,C Shamshuddin,"S Das, RJ Tucker",Sunrisers Hyderabad,PA Patel,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,20.0,151
828,6,Ranchi,2013-05-12,RS Madugalle,PK Khakhar,VA Kulkarni,"NJ Llong, K Srinath",Kolkata Knight Riders,JH Kallis,field,Kolkata Knight Riders,JSCA International Stadium Complex,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,116
829,6,Jaipur,2013-05-12,RS Mahanama,Tapan Sharma,S Ravi,"HDPK Dharmasena, CK Nandan",Rajasthan Royals,SR Watson,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,20.0,142
830,6,Delhi,2013-04-23,RS Madugalle,K Bharatan,M Erasmus,"VA Kulkarni, K Srinath",Kings XI Punjab,Harmeet Singh,field,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,121
831,6,Mumbai,2013-05-13,RR Jadeja,RM Deshpande,Asad Rauf,"AK Chaudhary, SJA Taufel",Mumbai Indians,KA Pollard,bat,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,179
832,6,Ranchi,2013-05-15,RS Madugalle,PK Khakhar,VA Kulkarni,"NJ Llong, K Srinath",Pune Warriors,MK Pandey,field,Kolkata Knight Riders,JSCA International Stadium Complex,Kolkata Knight Riders,Pune Warriors,20.0,171
833,6,Chennai,2013-05-14,AJ Pycroft,K Srinivasan,S Das,"C Shamshuddin, RJ Tucker",Chennai Super Kings,MS Dhoni,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,169
834,6,Mumbai,2013-05-15,RR Jadeja,PG Pathak,AK Chaudhary,"Asad Rauf, S Asnani",Mumbai Indians,AP Tare,field,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,167
835,6,Chandigarh,2013-05-06,RR Jadeja,Nitin Menon,K Srinath,"VA Kulkarni, NJ Llong",Kings XI Punjab,DA Miller,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,191
836,6,Hyderabad,2013-05-17,J Srinath,A Nand Kishore,S Asnani,"Asad Rauf, AK Chaudhary",Sunrisers Hyderabad,A Mishra,bat,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rajasthan Royals,20.0,137
837,6,Dharamsala,2013-05-18,RS Mahanama,,S Ravi,"HDPK Dharmasena, CK Nandan",Kings XI Punjab,Azhar Mahmood,field,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,20.0,184
838,6,Pune,2013-05-19,RS Madugalle,PG Pathak,VA Kulkarni,"NJ Llong, SJA Taufel",Pune Warriors,LJ Wright,bat,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,20.0,173
839,6,Bangalore,2013-05-18,AJ Pycroft,KN Ananthapadmanabhan,S Das,"C Shamshuddin, RJ Tucker",Royal Challengers Bangalore,V Kohli,field,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,8.0,107
840,6,Hyderabad,2013-05-19,Raju Mukherjee,A Nand Kishore,AK Chaudhary,"Asad Rauf, S Asnani",Sunrisers Hyderabad,PA Patel,bat,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,131
841,6,Delhi,2013-05-21,RS Mahanama,CK Nandan,S Ravi,"NJ Llong, RJ Tucker",Chennai Super Kings,MEK Hussey,bat,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Mumbai Indians,20.0,193
842,6,Delhi,2013-05-22,RS Mahanama,CK Nandan,NJ Llong,"S Ravi, RJ Tucker",Rajasthan Royals,BJ Hodge,bat,Sunrisers Hyderabad,Feroz Shah Kotla,Rajasthan Royals,Sunrisers Hyderabad,20.0,133
843,6,Kolkata,2013-05-24,RS Madugalle,K Srinath,HDPK Dharmasena,"C Shamshuddin, SJA Taufel",Mumbai Indians,Harbhajan Singh,bat,Rajasthan Royals,Eden Gardens,Mumbai Indians,Rajasthan Royals,20.0,166
844,6,Kolkata,2013-05-26,RS Madugalle,K Srinath,C Shamshuddin,"HDPK Dharmasena, SJA Taufel",Mumbai Indians,KA Pollard,bat,Mumbai Indians,Eden Gardens,Chennai Super Kings,Mumbai Indians,20.0,149
845,6,Abu Dhabi,2014-04-16,AJ Pycroft,K Srinath,BF Bowden,"M Erasmus, RK Illingworth",Kolkata Knight Riders,JH Kallis,bat,Kolkata Knight Riders,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,164
846,6,,2014-04-17,GF Labrooy,K Bharatan,VA Kulkarni,"Aleem Dar, S Ravi",Royal Challengers Bangalore,YS Chahal,field,Royal Challengers Bangalore,Sharjah Cricket Stadium,Delhi Daredevils,Royal Challengers Bangalore,20.0,146
847,6,Abu Dhabi,2014-04-18,AJ Pycroft,K Srinath,BF Bowden,"RK Illingworth, C Shamshuddin",Kings XI Punjab,GJ Maxwell,bat,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,Kings XI Punjab,20.0,206
848,6,Abu Dhabi,2014-04-18,AJ Pycroft,K Srinath,C Shamshuddin,"BF Bowden, RK Illingworth",Rajasthan Royals,AM Rahane,field,Rajasthan Royals,Sheikh Zayed Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,134
849,6,,2014-04-19,GF Labrooy,K Srinivasan,VA Kulkarni,"Aleem Dar, AK Chaudhary",Royal Challengers Bangalore,PA Patel,field,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,116
850,6,,2014-04-19,GF Labrooy,K Srinivasan,AK Chaudhary,"Aleem Dar, VA Kulkarni",Delhi Daredevils,JP Duminy,bat,Kolkata Knight Riders,Dubai International Cricket Stadium,Kolkata Knight Riders,Delhi Daredevils,20.0,167
851,6,,2014-04-20,AJ Pycroft,K Bharatan,S Ravi,"BF Bowden, M Erasmus",Kings XI Punjab,GJ Maxwell,field,Kings XI Punjab,Sharjah Cricket Stadium,Rajasthan Royals,Kings XI Punjab,20.0,192
852,6,Abu Dhabi,2014-04-21,GF Labrooy,K Srinath,HDPK Dharmasena,"RK Illingworth, C Shamshuddin",Chennai Super Kings,SK Raina,bat,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,Delhi Daredevils,20.0,178
853,6,,2014-04-22,AJ Pycroft,K Bharatan,BF Bowden,"M Erasmus, S Ravi",Kings XI Punjab,GJ Maxwell,field,Sunrisers Hyderabad,Sharjah Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad,20.0,194
854,6,,2014-04-23,GF Labrooy,K Srinivasan,C Shamshuddin,"HDPK Dharmasena, RK Illingworth",Chennai Super Kings,RA Jadeja,field,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,Chennai Super Kings,20.0,141
855,6,,2014-04-24,AJ Pycroft,K Bharatan,AK Chaudhary,"Aleem Dar, VA Kulkarni",Kolkata Knight Riders,CA Lynn,field,Royal Challengers Bangalore,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,151
856,6,,2014-04-25,GF Labrooy,K Srinivasan,BF Bowden,"M Erasmus, S Ravi",Sunrisers Hyderabad,AJ Finch,bat,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Daredevils,20.0,185
857,6,,2014-04-25,GF Labrooy,K Srinivasan,S Ravi,"BF Bowden, M Erasmus",Chennai Super Kings,MM Sharma,bat,Mumbai Indians,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,20.0,142
858,6,Abu Dhabi,2014-04-26,AJ Pycroft,K Srinath,RK Illingworth,"HDPK Dharmasena, C Shamshuddin",Rajasthan Royals,PV Tambe,field,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,71
859,6,Abu Dhabi,2014-04-26,AJ Pycroft,K Srinath,C Shamshuddin,"HDPK Dharmasena, RK Illingworth",Kings XI Punjab,Sandeep Sharma,field,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,Kings XI Punjab,20.0,133
860,6,,2014-04-27,GF Labrooy,K Bharatan,AK Chaudhary,"Aleem Dar, VA Kulkarni",Delhi Daredevils,M Vijay,bat,Mumbai Indians,Sharjah Cricket Stadium,Delhi Daredevils,Mumbai Indians,20.0,126
861,6,,2014-04-27,GF Labrooy,K Bharatan,Aleem Dar,"AK Chaudhary, VA Kulkarni",Chennai Super Kings,DR Smith,bat,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,146
862,6,,2014-04-28,AJ Pycroft,K Srinivasan,M Erasmus,"BF Bowden, S Ravi",Kings XI Punjab,Sandeep Sharma,field,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,125
863,6,Abu Dhabi,2014-04-29,GF Labrooy,K Srinath,VA Kulkarni,"Aleem Dar, AK Chaudhary",,JP Faulkner,bat,Rajasthan Royals,Sheikh Zayed Stadium,Kolkata Knight Riders,Rajasthan Royals,20.0,153
864,6,,2014-04-30,AJ Pycroft,K Srinivasan,S Ravi,"HDPK Dharmasena, M Erasmus",Sunrisers Hyderabad,B Kumar,field,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,173
865,6,Ranchi,2014-05-02,J Srinath,AY Dandekar,CK Nandan,"AK Chaudhary, NJ Llong",Chennai Super Kings,RA Jadeja,bat,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,Kolkata Knight Riders,17.0,149
866,6,Mumbai,2014-05-03,RS Madugalle,R Pandit,RM Deshpande,"BNJ Oxenford, C Shamshuddin",Mumbai Indians,CJ Anderson,bat,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,169
867,6,Delhi,2014-05-03,AJ Pycroft,Navdeep Singh,K Srinath,"SS Hazare, S Ravi",Rajasthan Royals,KK Nair,field,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,20.0,153
868,6,Bangalore,2014-05-04,RS Mahanama,J Madanagopal,PG Pathak,"HDPK Dharmasena, VA Kulkarni",Royal Challengers Bangalore,AB de Villiers,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,156
869,6,Ahmedabad,2014-05-05,RS Madugalle,Nitin Menon,AK Chaudhary,"NJ Llong, CK Nandan",Rajasthan Royals,PV Tambe,field,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,20.0,171
870,6,Delhi,2014-05-05,J Srinath,Navdeep Singh,C Shamshuddin,"RM Deshpande, BNJ Oxenford",Chennai Super Kings,DR Smith,field,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,20.0,179
871,6,Mumbai,2014-05-06,AJ Pycroft,R Pandit,SS Hazare,"S Ravi, K Srinath",Mumbai Indians,RG Sharma,field,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,188
872,6,Delhi,2014-05-07,J Srinath,Navdeep Singh,RM Deshpande,"BNJ Oxenford, C Shamshuddin",Kolkata Knight Riders,G Gambhir,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,161
873,6,Cuttack,2014-05-07,RS Mahanama,UV Gandhe,VA Kulkarni,"HDPK Dharmasena, PG Pathak",Kings XI Punjab,GJ Maxwell,field,Chennai Super Kings,Barabati Stadium,Kings XI Punjab,Chennai Super Kings,20.0,232
874,6,Ahmedabad,2014-05-08,RS Madugalle,Nitin Menon,CK Nandan,"AK Chaudhary, NJ Llong",Sunrisers Hyderabad,B Kumar,field,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,Sunrisers Hyderabad,20.0,135
875,6,Bangalore,2014-05-09,AJ Pycroft,KN Ananthapadmanabhan,K Srinivasan,"S Ravi, K Srinath",Kings XI Punjab,Sandeep Sharma,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,199
876,6,Delhi,2014-05-10,J Srinath,Navdeep Singh,C Shamshuddin,"RM Deshpande, BNJ Oxenford",Sunrisers Hyderabad,DW Steyn,field,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,5.0,43
877,6,Mumbai,2014-05-10,RS Mahanama,R Pandit,PG Pathak,"HDPK Dharmasena, VA Kulkarni",Chennai Super Kings,DR Smith,field,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,158
878,6,Cuttack,2014-05-11,RS Madugalle,UV Gandhe,AK Chaudhary,"NJ Llong, CK Nandan",Kolkata Knight Riders,G Gambhir,field,Kolkata Knight Riders,Barabati Stadium,Kings XI Punjab,Kolkata Knight Riders,20.0,150
879,6,Bangalore,2014-05-11,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,"S Ravi, RJ Tucker",Rajasthan Royals,JP Faulkner,bat,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,191
880,6,Hyderabad,2014-05-12,RS Mahanama,A Nand Kishore,PG Pathak,"HDPK Dharmasena, VA Kulkarni",Mumbai Indians,AT Rayudu,bat,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,158
881,6,Ranchi,2014-05-13,J Srinath,AY Dandekar,RM Deshpande,"BNJ Oxenford, C Shamshuddin",Chennai Super Kings,RA Jadeja,bat,Rajasthan Royals,JSCA International Stadium Complex,Chennai Super Kings,Rajasthan Royals,20.0,149
882,6,Bangalore,2014-05-13,AJ Pycroft,KN Ananthapadmanabhan,S Ravi,"K Srinath, RJ Tucker",Royal Challengers Bangalore,Yuvraj Singh,field,Delhi Daredevils,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,187
883,6,Hyderabad,2014-05-14,RS Mahanama,A Nand Kishore,HDPK Dharmasena,"VA Kulkarni, PG Pathak",Kings XI Punjab,WP Saha,field,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,20.0,206
884,6,Cuttack,2014-05-14,RS Madugalle,R Pandit,CK Nandan,"AK Chaudhary, NJ Llong",Kolkata Knight Riders,RV Uthappa,field,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,Mumbai Indians,20.0,142
885,6,Ahmedabad,2014-05-15,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,"S Ravi, RJ Tucker",Rajasthan Royals,AM Rahane,field,Delhi Daredevils,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,20.0,202
886,6,Ranchi,2014-05-18,J Srinath,J Madanagopal,RM Deshpande,"BNJ Oxenford, C Shamshuddin",Royal Challengers Bangalore,AB de Villiers,bat,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,20.0,139
887,6,Hyderabad,2014-05-18,RS Madugalle,A Nand Kishore,AK Chaudhary,"NJ Llong, CK Nandan",Kolkata Knight Riders,UT Yadav,bat,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,143
888,6,Ahmedabad,2014-05-19,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,"S Ravi, RJ Tucker",Mumbai Indians,MEK Hussey,bat,Mumbai Indians,"Sardar Patel Stadium, Motera",Rajasthan Royals,Mumbai Indians,20.0,179
889,6,Delhi,2014-05-19,RS Mahanama,Navdeep Singh,VA Kulkarni,"HDPK Dharmasena, PG Pathak",Kings XI Punjab,AR Patel,field,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,165
890,6,Hyderabad,2014-05-20,RS Madugalle,A Nand Kishore,CK Nandan,"AK Chaudhary, NJ Llong",Sunrisers Hyderabad,DA Warner,bat,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,161
891,6,Kolkata,2014-05-20,J Srinath,Nitin Menon,BNJ Oxenford,"RM Deshpande, C Shamshuddin",Kolkata Knight Riders,RV Uthappa,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,155
892,6,Chandigarh,2014-05-21,RS Mahanama,UV Gandhe,PG Pathak,"HDPK Dharmasena, VA Kulkarni",Mumbai Indians,LMP Simmons,field,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,157
893,6,Kolkata,2014-05-22,RS Madugalle,Nitin Menon,NJ Llong,"AK Chaudhary, CK Nandan",Kolkata Knight Riders,RV Uthappa,field,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,196
894,6,Ranchi,2014-05-22,J Srinath,J Madanagopal,RM Deshpande,"BNJ Oxenford, C Shamshuddin",Sunrisers Hyderabad,DA Warner,field,Sunrisers Hyderabad,JSCA International Stadium Complex,Chennai Super Kings,Sunrisers Hyderabad,20.0,186
895,6,Mumbai,2014-05-23,AJ Pycroft,AY Dandekar,K Srinath,"S Ravi, RJ Tucker",Mumbai Indians,MEK Hussey,field,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,20.0,174
896,6,Chandigarh,2014-05-23,RS Mahanama,UV Gandhe,VA Kulkarni,"HDPK Dharmasena, PG Pathak",Kings XI Punjab,SE Marsh,field,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,180
897,6,Bangalore,2014-05-24,RS Madugalle,A Nand Kishore,CK Nandan,"AK Chaudhary, NJ Llong",Chennai Super Kings,MS Dhoni,field,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,155
898,6,Kolkata,2014-05-24,J Srinath,Nitin Menon,C Shamshuddin,"RM Deshpande, BNJ Oxenford",Kolkata Knight Riders,YK Pathan,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,161
899,6,Chandigarh,2014-05-25,RS Mahanama,UV Gandhe,PG Pathak,"HDPK Dharmasena, VA Kulkarni",Kings XI Punjab,M Vohra,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,20.0,116
900,6,Mumbai,2014-05-25,AJ Pycroft,R Pandit,S Ravi,"K Srinath, RJ Tucker",Mumbai Indians,CJ Anderson,field,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,190
901,6,Kolkata,2014-05-27,RS Mahanama,CK Nandan,C Shamshuddin,"NJ Llong, S Ravi",Kolkata Knight Riders,UT Yadav,field,Kings XI Punjab,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,20.0,164
902,6,Mumbai,2014-05-28,AJ Pycroft,RM Deshpande,RJ Tucker,"VA Kulkarni, BNJ Oxenford",Chennai Super Kings,SK Raina,field,Chennai Super Kings,Brabourne Stadium,Chennai Super Kings,Mumbai Indians,20.0,174
