Unnamed: 0,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpires,winner,player_of_match,toss_decision,toss_winner,venue,team_a,team_b,target_overs,target_runs
332,6,Mumbai,2022-04-22,DS Manohar,GR Sadashiv Iyer,YC Barde,"NA Patwardhan, Nitin Menon",Rajasthan Royals,JC Buttler,field,Delhi Capitals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,20.0,223
333,6,Navi Mumbai,2022-04-23,V Narayan Kutty,Vinod Seshan,BNJ Oxenford,"KN Ananthapadmanabhan, UV Gandhe",Gujarat Titans,Rashid Khan,bat,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders,20.0,157
334,6,Mumbai,2022-04-23,M Nayyar,HAS Khalid,CB Gaffaney,"Chirra Ravikanthreddy, J Madanagopal",Sunrisers Hyderabad,M Jansen,field,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,69
335,6,Mumbai,2022-04-24,Shakti Singh,N Pandit,VK Sharma,"M Erasmus, HAS Khalid",Lucknow Super Giants,KL Rahul,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,20.0,169
336,6,Mumbai,2022-04-25,Prakash Bhatt,R Pandit,PG Pathak,"M Erasmus, Tapan Sharma",Punjab Kings,S Dhawan,field,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,20.0,188
337,6,Pune,2022-04-26,V Narayan Kutty,MV Saidharshan Kumar,UV Gandhe,"BNJ Oxenford, KN Ananthapadmanabhan",Rajasthan Royals,R Parag,field,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,20.0,145
338,6,Mumbai,2022-04-27,Shakti Singh,GR Sadashiv Iyer,J Madanagopal,"CB Gaffaney, Navdeep Singh",Gujarat Titans,Umran Malik,field,Gujarat Titans,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,20.0,196
339,6,Mumbai,2022-04-28,DS Manohar,A Totre,Nitin Menon,"AK Chaudhary, PG Pathak",Delhi Capitals,Kuldeep Yadav,field,Delhi Capitals,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,20.0,147
340,6,Pune,2022-04-29,V Narayan Kutty,Vinod Seshan,KN Ananthapadmanabhan,"MA Gough, UV Gandhe",Lucknow Super Giants,KH Pandya,field,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings,20.0,154
341,6,Mumbai,2022-04-30,Shakti Singh,Chirra Ravikanthreddy,Nitin Menon,"HAS Khalid, VK Sharma",Gujarat Titans,R Tewatia,bat,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,20.0,171
342,6,Navi Mumbai,2022-04-30,M Nayyar,Tapan Sharma,Navdeep Singh,"BNJ Oxenford, YC Barde",Mumbai Indians,SA Yadav,field,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,20.0,159
343,6,Mumbai,2022-05-01,Prakash Bhatt,A Totre,PG Pathak,"Chirra Ravikanthreddy, CB Gaffaney",Lucknow Super Giants,Mohsin Khan,bat,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals,20.0,196
344,6,Pune,2022-05-01,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,"AK Chaudhary, KN Ananthapadmanabhan",Chennai Super Kings,RD Gaikwad,field,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad,20.0,203
345,6,Mumbai,2022-05-02,Shakti Singh,Tapan Sharma,CB Gaffaney,"J Madanagopal, N Pandit",Kolkata Knight Riders,RK Singh,field,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,20.0,153
346,6,Navi Mumbai,2022-05-03,DS Manohar,UV Gandhe,HAS Khalid,"R Pandit, VK Sharma",Punjab Kings,K Rabada,bat,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Punjab Kings,20.0,144
347,6,Pune,2022-05-04,V Narayan Kutty,Vinod Seshan,AK Chaudhary,"KN Ananthapadmanabhan, MA Gough",Royal Challengers Bangalore,HV Patel,field,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,20.0,174
348,6,Mumbai,2022-05-05,Shakti Singh,N Pandit,Nitin Menon,"Navdeep Singh, NA Patwardhan",Delhi Capitals,DA Warner,field,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,20.0,208
349,6,Mumbai,2022-05-06,M Nayyar,R Pandit,BNJ Oxenford,"J Madanagopal, GR Sadashiv Iyer",Mumbai Indians,TH David,field,Gujarat Titans,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans,20.0,178
350,6,Mumbai,2022-05-07,Prakash Bhatt,UV Gandhe,CB Gaffaney,"Chirra Ravikanthreddy, YC Barde",Rajasthan Royals,YBK Jaiswal,bat,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,20.0,190
351,6,Pune,2022-05-07,V Narayan Kutty,MV Saidharshan Kumar,KN Ananthapadmanabhan,"AK Chaudhary, MA Gough",Lucknow Super Giants,Avesh Khan,field,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders,20.0,177
352,6,Mumbai,2022-05-08,Shakti Singh,A Totre,PG Pathak,"BNJ Oxenford, N Pandit",Royal Challengers Bangalore,PWH de Silva,bat,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,193
353,6,Navi Mumbai,2022-05-08,M Nayyar,Tapan Sharma,HAS Khalid,"Nitin Menon, R Pandit",Chennai Super Kings,DP Conway,field,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Delhi Capitals,20.0,209
354,6,Navi Mumbai,2022-05-09,Prakash Bhatt,Chirra Ravikanthreddy,BNJ Oxenford,"CB Gaffaney, GR Sadashiv Iyer",Kolkata Knight Riders,JJ Bumrah,field,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Mumbai Indians,20.0,166
355,6,Pune,2022-05-10,V Narayan Kutty,Vinod Seshan,AK Chaudhary,"KN Ananthapadmanabhan, MA Gough",Gujarat Titans,Shubman Gill,bat,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Lucknow Super Giants,20.0,145
356,6,Navi Mumbai,2022-05-11,M Nayyar,Tapan Sharma,VK Sharma,"NA Patwardhan, Nitin Menon",Delhi Capitals,MR Marsh,field,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Delhi Capitals,20.0,161
357,6,Mumbai,2022-05-12,Shakti Singh,A Totre,Nitin Menon,"Chirra Ravikanthreddy, CB Gaffaney",Mumbai Indians,DR Sams,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,20.0,98
358,6,Mumbai,2022-05-13,J Srinath,Vinod Seshan,Navdeep Singh,"J Madanagopal, N Pandit",Punjab Kings,JM Bairstow,field,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore,20.0,210
359,6,Pune,2022-05-14,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,"AK Chaudhary, KN Ananthapadmanabhan",Kolkata Knight Riders,AD Russell,bat,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad,20.0,178
360,6,Mumbai,2022-05-15,J Srinath,NA Patwardhan,CB Gaffaney,"R Pandit, VK Sharma",Gujarat Titans,WP Saha,bat,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans,20.0,134
361,6,Mumbai,2022-05-15,Prakash Bhatt,YC Barde,BNJ Oxenford,"PG Pathak, Tapan Sharma",Rajasthan Royals,TA Boult,bat,Rajasthan Royals,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,20.0,179
362,6,Navi Mumbai,2022-05-16,Prakash Bhatt,Navdeep Singh,MA Gough,"GR Sadashiv Iyer, Nitin Menon",Delhi Capitals,SN Thakur,field,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Punjab Kings,20.0,160
363,6,Mumbai,2022-05-17,J Srinath,HAS Khalid,Navdeep Singh,"CB Gaffaney, N Pandit",Sunrisers Hyderabad,RA Tripathi,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,20.0,194
364,6,Navi Mumbai,2022-05-18,M Nayyar,NA Patwardhan,BNJ Oxenford,"R Pandit, YC Barde",Lucknow Super Giants,Q de Kock,bat,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,20.0,211
365,6,Mumbai,2022-05-19,J Srinath,Tapan Sharma,Navdeep Singh,"KN Ananthapadmanabhan, GR Sadashiv Iyer",Royal Challengers Bangalore,V Kohli,bat,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore,20.0,169
366,6,Mumbai,2022-05-20,M Nayyar,PG Pathak,YC Barde,"CB Gaffaney, NA Patwardhan",Rajasthan Royals,R Ashwin,bat,Chennai Super Kings,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,20.0,151
367,6,Mumbai,2022-05-21,J Srinath,GR Sadashiv Iyer,HAS Khalid,"Nitin Menon, Tapan Sharma",Mumbai Indians,JJ Bumrah,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,20.0,160
368,6,Mumbai,2022-05-22,J Srinath,Navdeep Singh,CB Gaffaney,"AK Chaudhary, NA Patwardhan",Punjab Kings,Harpreet Brar,bat,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,20.0,158
369,6,Kolkata,2022-05-24,M Nayyar,J Madanagopal,MA Gough,"BNJ Oxenford, VK Sharma",Gujarat Titans,DA Miller,field,Gujarat Titans,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans,20.0,189
370,6,Kolkata,2022-05-25,M Nayyar,VK Sharma,BNJ Oxenford,"J Madanagopal, MA Gough",Royal Challengers Bangalore,RM Patidar,field,Lucknow Super Giants,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants,20.0,208
371,6,Ahmedabad,2022-05-27,J Srinath,KN Ananthapadmanabhan,AK Chaudhary,"CB Gaffaney, Nitin Menon",Rajasthan Royals,JC Buttler,field,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals,20.0,158
372,6,Ahmedabad,2022-05-29,J Srinath,AK Chaudhary,KN Ananthapadmanabhan,"CB Gaffaney, Nitin Menon",Gujarat Titans,HH Pandya,bat,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,20.0,131
373,6,Ahmedabad,2023-03-31,J Srinath,A Bengeri,VK Sharma,"Nitin Menon, HAS Khalid",Gujarat Titans,Rashid Khan,field,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,20.0,179
374,6,Chandigarh,2023-04-01,M Nayyar,PM Joshi,J Madanagopal,"BNJ Oxenford, YC Barde",Punjab Kings,Arshdeep Singh,field,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,16.0,154
375,6,Lucknow,2023-04-01,DS Manohar,M Kuppuraj,GR Sadashiv Iyer,"AK Chaudhary, NA Patwardhan",Lucknow Super Giants,MA Wood,field,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,20.0,194
376,6,Hyderabad,2023-04-02,V Narayan Kutty,Abhijit Bhattacharya,Navdeep Singh,"KN Ananthapadmanabhan, R Pandit",Rajasthan Royals,JC Buttler,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,20.0,204
377,6,Bengaluru,2023-04-02,J Srinath,A Bengeri,VK Sharma,"Nitin Menon, Tapan Sharma",Royal Challengers Bangalore,F du Plessis,field,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore,20.0,172
378,6,Chennai,2023-04-03,M Nayyar,PM Joshi,UV Gandhe,"A Totre, BNJ Oxenford",Chennai Super Kings,MM Ali,field,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,20.0,218
379,6,Delhi,2023-04-04,DS Manohar,M Kuppuraj,AK Chaudhary,"A Nand Kishore, GR Sadashiv Iyer",Gujarat Titans,B Sai Sudharsan,field,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,20.0,163
380,6,Guwahati,2023-04-05,V Narayan Kutty,Abhijit Bhattacharya,R Pandit,"KN Ananthapadmanabhan, MV Saidharshan Kumar",Punjab Kings,NT Ellis,field,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,Rajasthan Royals,20.0,198
381,6,Kolkata,2023-04-06,Shakti Singh,A Bengeri,Nitin Menon,"Vinod Seshan, VK Sharma",Kolkata Knight Riders,SN Thakur,field,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,20.0,205
382,6,Lucknow,2023-04-07,M Nayyar,PM Joshi,BNJ Oxenford,"J Madanagopal, YC Barde",Lucknow Super Giants,KH Pandya,bat,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Lucknow Super Giants,20.0,122
383,6,Guwahati,2023-04-08,V Narayan Kutty,Abhijit Bhattacharya,KN Ananthapadmanabhan,"Navdeep Singh, MV Saidharshan Kumar",Rajasthan Royals,YBK Jaiswal,field,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Delhi Capitals,20.0,200
384,6,Mumbai,2023-04-08,DS Manohar,M Kuppuraj,AK Chaudhary,"CB Gaffaney, NA Patwardhan",Chennai Super Kings,RA Jadeja,field,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,20.0,158
385,6,Ahmedabad,2023-04-09,J Srinath,A Bengeri,HAS Khalid,"Nitin Menon, Tapan Sharma",Kolkata Knight Riders,RK Singh,bat,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Kolkata Knight Riders,20.0,205
386,6,Hyderabad,2023-04-09,M Nayyar,PM Joshi,J Madanagopal,"BNJ Oxenford, UV Gandhe",Sunrisers Hyderabad,S Dhawan,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad,20.0,144
387,6,Bengaluru,2023-04-10,DS Manohar,M Kuppuraj,CB Gaffaney,"AK Chaudhary, A Nand Kishore",Lucknow Super Giants,N Pooran,field,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Lucknow Super Giants,20.0,213
388,6,Delhi,2023-04-11,V Narayan Kutty,Abhijit Bhattacharya,KN Ananthapadmanabhan,"MA Gough, R Pandit",Mumbai Indians,RG Sharma,field,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,20.0,173
389,6,Chennai,2023-04-12,J Srinath,A Bengeri,Nitin Menon,"Vinod Seshan, VK Sharma",Rajasthan Royals,R Ashwin,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings,20.0,176
390,6,Chandigarh,2023-04-13,R Seth,PM Joshi,BNJ Oxenford,"A Totre, J Madanagopal",Gujarat Titans,MM Sharma,field,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Gujarat Titans,20.0,154
391,6,Kolkata,2023-04-14,DS Manohar,M Kuppuraj,NA Patwardhan,"CB Gaffaney, GR Sadashiv Iyer",Sunrisers Hyderabad,HC Brook,field,Kolkata Knight Riders,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,229
392,6,Bengaluru,2023-04-15,Amit Sharma,Abhijit Bhattacharya,MA Gough,"KN Ananthapadmanabhan, MV Saidharshan Kumar",Royal Challengers Bangalore,V Kohli,field,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Delhi Capitals,20.0,175
393,6,Lucknow,2023-04-15,Shakti Singh,A Bengeri,Tapan Sharma,"HAS Khalid, VK Sharma",Punjab Kings,Sikandar Raza,field,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,20.0,160
394,6,Mumbai,2023-04-16,R Seth,PM Joshi,J Madanagopal,"BNJ Oxenford, UV Gandhe",Mumbai Indians,VR Iyer,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,20.0,186
395,6,Ahmedabad,2023-04-16,Prakash Bhatt,M Kuppuraj,A Nand Kishore,"AK Chaudhary, CB Gaffaney",Rajasthan Royals,SO Hetmyer,field,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals,20.0,178
396,6,Bengaluru,2023-04-17,Amit Sharma,Abhijit Bhattacharya,MA Gough,"KN Ananthapadmanabhan, Navdeep Singh",Chennai Super Kings,DP Conway,field,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bangalore,20.0,227
397,6,Hyderabad,2023-04-18,Shakti Singh,A Bengeri,VK Sharma,"Nitin Menon, Vinod Seshan",Mumbai Indians,C Green,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,20.0,193
398,6,Jaipur,2023-04-19,R Seth,PM Joshi,BNJ Oxenford,"J Madanagopal, YC Barde",Lucknow Super Giants,MP Stoinis,field,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals,20.0,155
399,6,Chandigarh,2023-04-20,Prakash Bhatt,M Kuppuraj,CB Gaffaney,"AK Chaudhary, GR Sadashiv Iyer",Royal Challengers Bangalore,Mohammed Siraj,field,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,Punjab Kings,20.0,175
400,6,Delhi,2023-04-20,Amit Sharma,Abhijit Bhattacharya,KN Ananthapadmanabhan,"MA Gough, R Pandit",Delhi Capitals,I Sharma,field,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,20.0,128
401,6,Chennai,2023-04-21,Shakti Singh,A Bengeri,Nitin Menon,"HAS Khalid, VK Sharma",Chennai Super Kings,RA Jadeja,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Chennai Super Kings,20.0,135
402,6,Lucknow,2023-04-22,R Seth,PM Joshi,J Madanagopal,"A Totre, RJ Tucker",Gujarat Titans,MM Sharma,bat,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,20.0,136
403,6,Mumbai,2023-04-22,Prakash Bhatt,M Kuppuraj,AK Chaudhary,"CB Gaffaney, GR Sadashiv Iyer",Punjab Kings,SM Curran,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Punjab Kings,Mumbai Indians,20.0,215
404,6,Bengaluru,2023-04-23,Amit Sharma,Abhijit Bhattacharya,Navdeep Singh,"MA Gough, MV Saidharshan Kumar",Royal Challengers Bangalore,GJ Maxwell,field,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Rajasthan Royals,20.0,190
405,6,Kolkata,2023-04-23,Shakti Singh,A Bengeri,VK Sharma,"Nitin Menon, Tapan Sharma",Chennai Super Kings,AM Rahane,field,Kolkata Knight Riders,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,20.0,236
406,6,Hyderabad,2023-04-24,R Seth,PM Joshi,UV Gandhe,"J Madanagopal, RJ Tucker",Delhi Capitals,AR Patel,bat,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,20.0,145
407,6,Ahmedabad,2023-04-25,SA Satbhai,M Krishnadas,CB Gaffaney,"AK Chaudhary, A Nand Kishore",Gujarat Titans,A Manohar,field,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,20.0,208
408,6,Bengaluru,2023-04-26,Amit Sharma,Abhijit Bhattacharya,MA Gough,"KN Ananthapadmanabhan, R Pandit",Kolkata Knight Riders,CV Varun,field,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Royal Challengers Bangalore,20.0,201
409,6,Jaipur,2023-04-27,M Nayyar,Mohamad Rafi,RJ Tucker,"A Totre, YC Barde",Rajasthan Royals,YBK Jaiswal,bat,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,20.0,203
410,6,Chandigarh,2023-04-28,Shakti Singh,VM Dhokre,HAS Khalid,"Nitin Menon, Vinod Seshan",Lucknow Super Giants,MP Stoinis,field,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Lucknow Super Giants,Punjab Kings,20.0,258
411,6,Kolkata,2023-04-29,SA Satbhai,M Krishnadas,CB Gaffaney,"NA Patwardhan, GR Sadashiv Iyer",Gujarat Titans,J Little,field,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Titans,20.0,180
412,6,Delhi,2023-04-29,V Narayan Kutty,P Joshi,MV Saidharshan Kumar,"MA Gough, Navdeep Singh",Sunrisers Hyderabad,MR Marsh,bat,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals,20.0,198
413,6,Chennai,2023-04-30,M Nayyar,Mohamad Rafi,YC Barde,"RJ Tucker, UV Gandhe",Punjab Kings,DP Conway,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,20.0,201
414,6,Mumbai,2023-04-30,J Srinath,VM Dhokre,Tapan Sharma,"Vinod Seshan, VK Sharma",Mumbai Indians,YBK Jaiswal,bat,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,20.0,213
415,6,Lucknow,2023-05-01,Prakash Bhatt,M Krishnadas,A Nand Kishore,"AK Chaudhary, GR Sadashiv Iyer",Royal Challengers Bangalore,F du Plessis,bat,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Lucknow Super Giants,20.0,127
416,6,Ahmedabad,2023-05-02,V Narayan Kutty,P Joshi,KN Ananthapadmanabhan,"MA Gough, R Pandit",Delhi Capitals,Mohammed Shami,bat,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,20.0,131
417,6,Lucknow,2023-05-03,Prakash Bhatt,M Krishnadas,CB Gaffaney,"AK Chaudhary, NA Patwardhan",,,field,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings,0.0,0
418,6,Chandigarh,2023-05-03,SS Raul,Mohamad Rafi,A Totre,"J Madanagopal, RJ Tucker",Mumbai Indians,Ishan Kishan,field,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Mumbai Indians,20.0,215
419,6,Hyderabad,2023-05-04,V Narayan Kutty,P Joshi,MV Saidharshan Kumar,"KN Ananthapadmanabhan, MA Gough",Kolkata Knight Riders,CV Varun,bat,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,20.0,172
420,6,Jaipur,2023-05-05,J Srinath,VM Dhokre,Nitin Menon,"HAS Khalid, VK Sharma",Gujarat Titans,Rashid Khan,bat,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,20.0,119
421,6,Chennai,2023-05-06,V Narayan Kutty,P Joshi,KN Ananthapadmanabhan,"BNJ Oxenford, Navdeep Singh",Chennai Super Kings,M Pathirana,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Chennai Super Kings,20.0,140
422,6,Delhi,2023-05-06,M Nayyar,Mohamad Rafi,J Madanagopal,"RJ Tucker, YC Barde",Delhi Capitals,PD Salt,bat,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,Delhi Capitals,20.0,182
423,6,Ahmedabad,2023-05-07,Prakash Bhatt,M Krishnadas,CB Gaffaney,"AK Chaudhary, A Nand Kishore",Gujarat Titans,Shubman Gill,field,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,20.0,228
424,6,Jaipur,2023-05-07,J Srinath,VM Dhokre,VK Sharma,"Nitin Menon, Vinod Seshan",Sunrisers Hyderabad,GD Phillips,bat,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,20.0,215
425,6,Kolkata,2023-05-08,SS Raul,Mohamad Rafi,UV Gandhe,"A Totre, J Madanagopal",Kolkata Knight Riders,AD Russell,bat,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,20.0,180
426,6,Mumbai,2023-05-09,RS Sodhi,VM Dhokre,Nitin Menon,"HAS Khalid, VK Sharma",Mumbai Indians,SA Yadav,field,Mumbai Indians,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,20.0,200
427,6,Chennai,2023-05-10,Sanjay Verma,M Krishnadas,AK Chaudhary,"CB Gaffaney, NA Patwardhan",Chennai Super Kings,RA Jadeja,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Delhi Capitals,20.0,168
428,6,Kolkata,2023-05-11,P Dharmani,P Joshi,R Pandit,"RJ Tucker, MV Saidharshan Kumar",Rajasthan Royals,YBK Jaiswal,field,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,20.0,150
429,6,Mumbai,2023-05-12,RS Sodhi,VM Dhokre,Vinod Seshan,"Nitin Menon, Tapan Sharma",Mumbai Indians,SA Yadav,field,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans,20.0,219
